select * from DIRECTORIO.CEMI.GPWA200 
where id_unidad in (select distinct  ID_AREA_JM_OOAA from DIRECTORIO.CEMI.GPWA200 )
ID_UNIDAD;DEPENDENCIA;DENOMINACION;DEN_ABREVIADA;ID_UNIDAD_PADRE;FUNCIONAL;EMAIL;EMAIL_VER;TIPO_NUDO;FCH_ALTA;FCH_EFECTO;CLS_VIAL;NOM_VIAL;NOM_APP;NUM_APP;CAL_APP;COD_POSTAL;PAIS;POBLACION;PROVINCIA;MUNICIPIO;NUM_ORDEN;DOMICILIO;COD_INTERNO;COD_PADRE;FCH_ACTUALIZ;CENTRO_TRABAJO;DESC_ADICIONAL;ID_AREA_JM_OOAA;TIPO_UNIDAD;SUBTIPO_UNIDAD;VISIBILIDAD;PRIOX
10004192;841;JUNTA DE PERSONAL/COMISION DE TRABAJADORES;JUNTA PERS./COMITE_TRAB;10004191;;;;;1994-10-18 00:00:00;2015-09-02 00:00:00;;;;;;;ESPAÑA;;MADRID;MADRID;0;;4192;4191;2018-03-08 00:00:00;(null);JUNTA DE PERSONAL/COMISION DE TRABAJADORES;10004191;47;(null);S;01
10000022;21;JUNTA MUNICIPAL DEL DISTRITO DE BARAJAS;BAR JMD BARAJAS;10000001;91220;;;;1988-06-14 00:00:00;2004-01-01 00:00:00;PLAZA;MERCURIO;NUM;000001;;28042;ESPAÑA;MADRID;MADRID;MADRID;0;PZ MERCURIO NUM 1                  28042;22;1;2018-03-08 00:00:00;70000191;JUNTA MUNICIPAL DEL DISTRITO DE BARAJAS;10000022;10;(null);S;0L
10005996;43I;AREA DE GOBIERNO DE SALUD, SEGURIDAD Y EMERGENCIAS;AGS DE SALUD, SEGURIDAD Y;10000001;;;;;2003-10-29 00:00:00;2015-06-13 00:00:00;CALLE;PRINCIPE DE VERGARA;NUM;000140;;28002;ESPAÑA;MADRID;MADRID;MADRID;0;CL PRINCIPE DE VERGARA NUM 140     28002;5996;1;2018-03-08 00:00:00;70200857;AREA DE GOBIERNO DE SALUD, SEGURIDAD Y EMERGENCIAS;10005996;07;(null);S;19
10215891;CO_10215891;AREA DE GOBIERNO DE POLITICAS DE GENERO Y DIVERSIDAD;PGD AG POLITICAS DE GENERO;10000001;91221;ag.generoydiversidad@madrid.es;S;;2017-03-30 00:00:00;2017-03-30 00:00:00;RONDA;TOLEDO;NUM;000010;;28005;ESPAÑA;MADRID;MADRID;MADRID;0;RD TOLEDO NUM 10                   28005;215891;1;2018-03-08 00:00:00;70201127;AREA DE GOBIERNO DE POLITICAS DE GENERO Y DIVERSIDAD;10215891;07;(null);S;24
10000010;09;JUNTA MUNICIPAL DEL DISTRITO DE MONCLOA-ARAVACA;MON JMD MONCLOA;10000001;91220;;;;1901-01-01 00:00:00;2004-01-01 00:00:00;PLAZA;MONCLOA;S/N;000000;;28008;ESPAÑA;MADRID;MADRID;MADRID;0;PZ MONCLOA S/N                     28008;10;1;2018-03-08 00:00:00;70000192;JUNTA MUNICIPAL DEL DISTRITO DE MONCLOA-ARAVACA;10000010;10;(null);S;09
10002970;87;CONCESIONES ADMINISTRATIVAS;OM CONCES.ADMINISTRATIVAS;10000000;;;;;1991-06-24 00:00:00;1991-06-24 00:00:00;;;;;;;ESPAÑA;;MADRID;MADRID;0;;2970;0;2018-03-08 00:00:00;(null);CONCESIONES ADMINISTRATIVAS;10000000;20;(null);S;35
10000016;15;JUNTA MUNICIPAL DEL DISTRITO DE CIUDAD LINEAL;C.L JMD CIUDAD LINEAL;10000001;91220;jmclineal@madrid.es;S;;1989-01-02 00:00:00;2004-01-01 00:00:00;CALLE;HERMANOS GARCIA NOBLEJAS;NUM;000016;;28037;ESPAÑA;MADRID;MADRID;MADRID;0;CL HERMANOS GARCIA NOBLEJAS NUM 16 28037;16;1;2018-03-08 00:00:00;70000463;JUNTA MUNICIPAL DEL DISTRITO DE CIUDAD LINEAL;10000016;10;(null);S;0F
10000002;01;JUNTA MUNICIPAL DEL DISTRITO DE CENTRO;CEN JMD CENTRO;10000001;91220;;;;1982-08-01 00:00:00;2004-01-01 00:00:00;CALLE;MAYOR;NUM;000072;;28013;ESPAÑA;MADRID;MADRID;MADRID;0;CL MAYOR NUM 72                    28013;2;1;2018-03-08 00:00:00;70000029;JUNTA MUNICIPAL DEL DISTRITO DE CENTRO;10000002;10;(null);S;01
10004193;849;CENTRALES Y ORGANIZACIONES SINDICALES;CENTRAL.Y ORGANIZ.SIND.;10004191;;;;;1994-10-18 00:00:00;2015-09-02 00:00:00;;;;;;;ESPAÑA;;MADRID;MADRID;0;;4193;4191;2018-03-08 00:00:00;(null);CENTRALES Y ORGANIZACIONES SINDICALES;10004191;47;(null);S;09
10002965;32;COMISIONES INFORMATIVAS;CI COMISIONES INFORMATIVAS;10000001;;;;O;1901-01-01 00:00:00;1991-06-21 00:00:00;;;;;;;ESPAÑA;;MADRID;MADRID;0;;2965;1;2018-03-08 00:00:00;(null);COMISIONES INFORMATIVAS;10000001;44;(null);N;0W
10000017;16;JUNTA MUNICIPAL DEL DISTRITO DE HORTALEZA;HOR JMD HORTALEZA;10000001;91220;;;;1989-01-02 00:00:00;2004-01-01 00:00:00;CARRETERA;CANILLAS;NUM;000002;;28043;ESPAÑA;MADRID;MADRID;MADRID;0;CR CANILLAS NUM 2                  28043;17;1;2018-03-08 00:00:00;70000580;JUNTA MUNICIPAL DEL DISTRITO DE HORTALEZA;10000017;10;(null);S;0G
10000040;65;AREA DE GOBIERNO DE EQUIDAD, DERECHOS SOCIALES Y EMPLEO;AGF DE EQUIDAD, DCHOS. SOC;10000001;;;;;1987-10-06 00:00:00;2015-06-13 00:00:00;PASEO;CHOPERA;NUM;000041;;28045;ESPAÑA;MADRID;MADRID;MADRID;0;PS CHOPERA NUM 41                  28045;40;1;2018-03-08 00:00:00;70200280;AREA DE GOBIERNO DE EQUIDAD, DERECHOS SOCIALES Y EMPLEO;10000040;07;(null);S;15
10000025;42;AREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE;AGU DE DESARROLLO URBANO S;10000001;;;;;1989-11-01 00:00:00;2015-06-13 00:00:00;CALLE;RIBERA DEL SENA;NUM;000021;;28042;ESPAÑA;MADRID;MADRID;MADRID;0;CL RIBERA DEL SENA NUM 21          28042;25;1;2018-03-08 00:00:00;70200376;AREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE;10000025;07;(null);S;21
10000011;10;JUNTA MUNICIPAL DEL DISTRITO DE LATINA;LAT JMD LATINA;10000001;91220;;;;1984-01-01 00:00:00;2004-01-01 00:00:00;AVENIDA;GENERAL FANJUL;NUM;000002;A;28044;ESPAÑA;MADRID;MADRID;MADRID;0;AV GENERAL FANJUL NUM 2  A         28044;11;1;2018-03-08 00:00:00;70000002;JUNTA MUNICIPAL DEL DISTRITO DE LATINA;10000011;10;(null);S;0A
10002971;88;ORGANISMOS RELATIVOS A LA EDUCACION;OM ORGAN.RELAT.EDUCACION;10000000;;;;O;1991-06-24 00:00:00;1991-06-24 00:00:00;;;;;;;ESPAÑA;;MADRID;MADRID;0;;2971;0;2018-03-08 00:00:00;(null);ORGANISMOS RELATIVOS A LA EDUCACION;10000000;20;(null);N;36
10212877;CO_10212877;AG PORTAVOZ, COORDINACION DE LA JUNTA DE GOBIERNO Y RELACION;PJG AG PORTAVOZ COOR JG RE;10000001;91204;;;;2015-06-13 00:00:00;2015-06-13 00:00:00;CALLE;MONTALBAN;NUM;000001;;28014;ESPAÑA;MADRID;MADRID;MADRID;0;CL MONTALBAN NUM 1                 28014;212877;1;2018-03-08 00:00:00;70200425;AG PORTAVOZ, COORDINACION DE LA JUNTA DE GOBIERNO Y RELACIONES CON EL PLENO;10212877;07;(null);S;17
10008163;92;MADRID SALUD;MADRID SALUD;10000000;31100;;;;2005-01-01 00:00:00;2005-01-01 00:00:00;AVENIDA;MEDITERRANEO;NUM;000062;;28007;ESPAÑA;MADRID;MADRID;MADRID;0;AV MEDITERRANEO NUM 62             28007;8163;0;2018-03-08 00:00:00;70000569;MADRID SALUD;10008163;18;(null);S;48
10000005;04;JUNTA MUNICIPAL DEL DISTRITO DE SALAMANCA;SAL JMD SALAMANCA;10000001;91220;;;;1983-12-01 00:00:00;2004-01-01 00:00:00;CALLE;VELAZQUEZ;NUM;000052;;28001;ESPAÑA;MADRID;MADRID;MADRID;0;CL VELAZQUEZ NUM 52                28001;5;1;2018-03-08 00:00:00;70000265;JUNTA MUNICIPAL DEL DISTRITO DE SALAMANCA;10000005;10;(null);S;04
10000028;35;GRUPOS POLITICOS MUNICIPALES;GM GRUPOS MUNICIPALES;10000001;91240;grupopp@madrid.es;S;;1984-01-01 00:00:00;2005-01-01 00:00:00;CALLE;MAYOR;NUM;000071;;28013;ESPAÑA;MADRID;MADRID;MADRID;0;CL MAYOR NUM 71                    28013;28;1;2018-03-08 00:00:00;70200278;GRUPOS POLITICOS MUNICIPALES;10000028;03;(null);S;0Z
10004708;45;AREA DE GOBIERNO DE ECONOMIA Y HACIENDA;AGE  DE ECONOMIA Y HACIEND;10000001;;ag.economiayhacienda@madrid.es;S;;1999-07-03 00:00:00;2015-06-13 00:00:00;CALLE;ALCALA;NUM;000045;;28014;ESPAÑA;MADRID;MADRID;MADRID;0;CL ALCALA NUM 45                   28014;4708;1;2018-03-08 00:00:00;70000230;AREA DE GOBIERNO DE ECONOMIA Y HACIENDA;10004708;07;(null);S;18
10002968;85;EMPRESAS DE ECONOMIA MIXTA;EMPRESAS DE ECONOMIA MIXTA;10000000;;;;;1991-06-24 00:00:00;2006-10-31 00:00:00;;;;;;;ESPAÑA;;MADRID;MADRID;0;;2968;0;2018-03-08 00:00:00;(null);EMPRESAS DE ECONOMIA MIXTA;10000000;44;(null);S;33
10000014;13;JUNTA MUNICIPAL DEL DISTRITO DE PUENTE DE VALLECAS;VAL JMD PUENTE  VALLECAS;10000001;91220;;;;1989-01-02 00:00:00;2004-01-01 00:00:00;AVENIDA;ALBUFERA;NUM;000042;;28038;ESPAÑA;MADRID;MADRID;MADRID;0;AV ALBUFERA NUM 42                 28038;14;1;2018-03-08 00:00:00;70000413;JUNTA MUNICIPAL DEL DISTRITO DE PUENTE DE VALLECAS;10000014;10;(null);S;0D
10000008;07;JUNTA MUNICIPAL DEL DISTRITO DE CHAMBERI;CHB JMD CHAMBERI;10000001;91220;;;;1982-08-01 00:00:00;2004-01-01 00:00:00;PLAZA;CHAMBERI;NUM;000004;;28010;ESPAÑA;MADRID;MADRID;MADRID;0;PZ CHAMBERI NUM 4                  28010;8;1;2018-03-08 00:00:00;70000311;JUNTA MUNICIPAL DEL DISTRITO DE CHAMBERI;10000008;10;(null);S;07
